Index,Dataset,Rod Count Normal,Area Ratio,Intensity Mean,Intensity Variance,STA6*1000
IMG_6410.png,1,0.14102564102564102,0.36852746558235866,0.5084204222406127,0.0719915800901607,0.09523660045763682
IMG_6365.png,1,0.08974358974358974,0.17230740969176414,0.525506268793426,0.055673610630525075,0.14969896376534772
IMG_6497.png,1,0.02564102564102564,0.7899661351165981,0.5456236305621565,0.023082224505472437,0.14912572519142328
IMG_1753.png,1,0.10256410256410256,0.15838651239816914,0.4637158265777183,0.05826891829758567,0.4887764984735618
IMG_1760.png,1,0.47435897435897434,0.19444780709351642,0.4332404888575933,0.061916233258223624,0.667833690970826
IMG_6362.png,1,0.08974358974358974,0.4611449005543372,0.5093786595255032,0.043081724690963295,0.26380989299446467
IMG_1752.png,1,0.10256410256410256,0.16747058584236163,0.4828789791590938,0.046781979491817186,0.19342326489920703
IMG_6495.png,1,0.038461538461538464,0.7559728652263374,0.4751299529883467,0.02541178784444799,0.09450376920122414
IMG_1758.png,1,0.41025641025641024,0.24341298054715713,0.4514602285937127,0.060151182223620106,0.5728013858877812
IMG_6406.png,1,0.07692307692307693,0.5649006685550683,0.48656510049158536,0.036615705730302185,0.17657652944060964
IMG_6501.png,1,0.14102564102564102,0.6827206218564243,0.4314178375425914,0.024355206906479108,0.16943024570869727
IMG_6493.png,1,0.038461538461538464,0.47231088534522175,0.5225364153386975,0.024927143992012502,0.1064429668105864
IMG_6394.png,1,0.11538461538461539,0.5804198266934698,0.5319691806077853,0.039053602250718154,0.10972399137085945
IMG_6490.png,1,0.038461538461538464,0.4814981281435757,0.5438957752504108,0.017698115935856344,0.10366816377291026
IMG_6498.png,1,0.01282051282051282,0.6088081561499772,0.5075274012779164,0.025759342798033564,0.08407273711255019
IMG_1750.png,1,0.07692307692307693,0.43191201538485763,0.45676640901060694,0.03502157122366627,0.21114577405094284
IMG_1757.png,1,0.4358974358974359,0.24919878734672882,0.4527595166621988,0.06007288115555678,0.6907592774783662
IMG_1751.png,1,0.05128205128205128,0.32185382351242964,0.4716757205233208,0.04167686424829691,0.17672048368375964
IMG_6496.png,1,0.01282051282051282,0.6069840249199817,0.4935425500657104,0.031684518794328514,0.14088073826453326
IMG_1754.png,1,0.10256410256410256,0.15887606489355002,0.46463109993640617,0.05842359662366365,0.51875478278415
IMG_1749.png,1,0.10256410256410256,0.12074305030654237,0.48483761784243234,0.04724761756322783,0.1938151329747547
IMG_1759.png,1,0.05128205128205128,0.30363769736289575,0.46107859631243586,0.06109894410831094,0.713204508327241
IMG_1755.png,1,0.08974358974358974,0.22064317142752163,0.4862323057056335,0.07184703754181136,0.7261863311585511
IMG_1756.png,1,0.08974358974358974,0.20187934355841103,0.4805818314797368,0.07045187434635033,0.6885824415685814
IMG_6396.png,1,0.2948717948717949,0.531384491502193,0.5592681331287367,0.019512473635859177,0.1294156409078224
IMG_6506.png,1,0.08974358974358974,0.47423146719250114,0.43361647638737366,0.04730347578591358,0.28463708164551327
IMG_1748.png,1,0.10256410256410256,0.11892320103195599,0.4873936248487635,0.04721309090745074,0.19362144833713638
IMG_6504.png,1,0.08974358974358974,0.6720775462962963,0.45601552639191967,0.052002951369024705,0.27846669183985806
IMG_6491.png,1,0.038461538461538464,0.4467193215592135,0.5324011270032332,0.02577441732802321,0.08877742282622339
IMG_6402.png,1,0.0641025641025641,0.6900597168920566,0.2912881882841754,0.059567880786926784,0.47655791668876574
IMG_6369.png,0,0.1282051282051282,0.43010096856725144,0.44641675376715134,0.04560635259467937,0.17965644947873866
IMG_6417.png,0,0.1282051282051282,0.4431482623659844,0.5030940016711136,0.03283009534112861,0.11044888359663309
IMG_6375.png,0,0.0641025641025641,0.5404322574013158,0.49735497141376117,0.043422309100684675,0.22904303084373717
IMG_6376.png,0,0.15384615384615385,0.2381598935489766,0.5175584940187503,0.03513770518398575,0.20574715069643942
IMG_6415.png,0,0.2692307692307692,0.278510294834308,0.4573496824341699,0.03711624003616814,0.2729116786901865
IMG_6364.png,0,0.2564102564102564,0.23093628167641325,0.38122037005260623,0.04521943615265671,0.19464852966405277
IMG_6408.png,0,1.0,0.3612667329130117,0.5029691784780379,0.05104338017634657,0.12168044767140683
IMG_6416.png,0,0.3076923076923077,0.3108092904788012,0.5022267129130441,0.03197147128077517,0.15596576681858612
IMG_6374.png,0,0.20512820512820512,0.4074253967166179,0.4749514729270797,0.04532752711885717,0.2717341091921776
IMG_6422.png,0,0.358974358974359,0.17147162067495128,0.5035509947590237,0.040002796276196274,0.18066700044947606
IMG_6398.png,0,0.21794871794871795,0.22018533747563354,0.5483644951586383,0.04948329937575859,0.13274689015057126
IMG_6399.png,0,0.10256410256410256,0.31741660194322613,0.41414753804059956,0.044562856723912636,0.15513032838559696
IMG_6388.png,0,0.07692307692307693,0.4829117743360136,0.4754301453919758,0.041229927339018,0.15296966134324594
IMG_6421.png,0,0.07692307692307693,0.5958561769005848,0.46031211607784894,0.02030317460828494,0.1771333799470166
IMG_6370.png,0,0.2948717948717949,0.21378951937134502,0.48753431953295445,0.051681137485357215,0.20791983873439057
IMG_6380.png,0,0.5128205128205128,0.08726937515229045,0.42825473948021087,0.05799704940742814,0.2664518532096651
IMG_6366.png,0,0.07692307692307693,0.04121579175804094,0.42929290618753174,0.05613892787953753,0.3207510044206673
IMG_6420.png,0,0.38461538461538464,0.20245463648269982,0.4725301017363766,0.0386796255253163,0.17913910343270248
IMG_6423.png,0,0.038461538461538464,0.6018152069627193,0.5290914502396205,0.04635328767914744,0.1553174386233714
IMG_6419.png,0,0.19230769230769232,0.22292332937378168,0.46964650528620944,0.0341745285301058,0.16900105936581739
IMG_6409.png,0,0.02564102564102564,0.009736309088693957,0.4738373331829452,0.03814458914701858,0.11761190687083138
IMG_6361.png,0,0.3333333333333333,0.2672733537402534,0.5034429196526841,0.04553248253457707,0.23597069332108295
IMG_6418.png,0,0.5128205128205128,0.2633359793798733,0.49761437552503335,0.02747496855654005,0.15004992019826294
IMG_6371.png,0,0.38461538461538464,0.13321349978679337,0.4834074918165715,0.04527919662141022,0.16508004072695429
IMG_6383.png,0,0.3717948717948718,0.07802734375,0.37851625023883134,0.05736905246191421,0.18493992257834388
IMG_6412.png,0,0.08974358974358974,0.1366257576449805,0.41081904346399806,0.07580908989833125,0.17199276574511238
IMG_6400.png,0,0.08974358974358974,0.4773114834612573,0.44128849771853357,0.03682115539094269,0.23304231931385136
IMG_6426.png,0,0.3076923076923077,0.379774495918616,0.5472053015873077,0.043333424203625105,0.10611301624641144
IMG_6414.png,0,0.2692307692307692,0.4000595836379142,0.5051104631876246,0.03822850185650397,0.10406950806767754
IMG_6377.png,0,0.11538461538461539,0.1352841739766082,0.44951235413986057,0.031113721344661904,0.1503349866129072
IMG_6411.png,0,0.8846153846153846,0.3609372144554094,0.47126126079654873,0.04332770193933035,0.16810313518139233
IMG_6368.png,0,0.0641025641025641,0.09237776787889863,0.45154806291635796,0.05734384230334627,0.13331394911908373
IMG_6385.png,0,0.2564102564102564,0.33274730065180314,0.4013626221998505,0.0643119905528083,0.12588003248630947
IMG_6425.png,0,0.038461538461538464,0.6259735166910332,0.5382389689866739,0.035014649805366505,0.1960643501831458
IMG_6424.png,0,0.038461538461538464,0.37999655442860625,0.5122073126424358,0.06219154207245735,0.1470508395788348
IMG_6401.png,0,0.10256410256410256,0.22400402046783627,0.5400457806986544,0.029023064803647657,0.15359358403281834
IMG_6395.png,0,0.47435897435897434,0.37920036092836257,0.551742406121458,0.04805530287789033,0.14222301023926595
IMG_6413.png,0,0.4358974358974359,0.18015912448221247,0.42406332250693135,0.05303579450201433,0.11139895217136458
IMG_6404.png,0,0.14102564102564102,0.2758763363486842,0.47616907180734186,0.04318252630117968,0.20091123270193081
IMG_6363.png,0,0.358974358974359,0.21157264635112086,0.5427223851715125,0.043967008112622316,0.2488666991578964
IMG_6367.png,0,0.07692307692307693,0.08316895483065302,0.44983768059387624,0.04595739593304617,0.23140946738727383
